Time,ms,CT 9 return flow,CT 10 return flow,CH 7 condenser flow,CH 10 condenser flow,CH7 condenser in,CH7 condenser out,CH10 condenser in,CH10 condenser out
22/3/2021 15:00,0,884.9594853,764.0032433,925.2077595,833.602598,26.9862068,30.4655171,26.7310348,30.3172407
22/3/2021 15:04,0,881.8140877,762.896693,922.4810098,834.9826668,26.8286799,30.3011415,26.55981,30.1323186
22/3/2021 15:09,0,888.9932513,763.4284485,925.8440819,834.3069936,26.5453271,29.9599285,26.300166,29.8113672
22/3/2021 15:14,0,884.622002,760.999435,920.558075,833.1184287,26.5713234,29.9784892,26.3462531,29.8178182
22/3/2021 15:19,0,884.7787879,763.8566053,924.3295278,833.065733,26.6341979,30.0512963,26.4034241,29.8724847
22/3/2021 15:24,0,881.9724079,761.7038869,925.3534483,833.221545,26.5931038,29.9896551,26.3999996,29.8827582
22/3/2021 15:28,0,887.2178792,763.4642933,923.2833429,832.6984609,26.7643281,30.0923904,26.578074,30.0505591
22/3/2021 15:33,0,883.52287,763.2767243,923.3905473,832.319048,26.7417124,30.1305118,26.5453034,30.0075149
22/3/2021 15:38,0,879.1411343,763.8110599,923.4756107,833.2271416,26.7713228,30.1784053,26.510834,29.9573173
22/3/2021 15:43,0,884.5457732,763.0452819,923.0386432,832.6986117,26.6513678,30.0372891,26.409964,29.8788343
22/3/2021 15:48,0,886.4198251,762.2103482,925.3758608,831.6301606,26.6000004,29.9448274,26.3551721,29.8103446
22/3/2021 15:52,0,883.0484075,762.5423135,924.0403079,832.3313397,26.4698691,29.8044226,26.2695598,29.7076104
22/3/2021 15:57,0,878.8820691,764.0630361,920.2290485,831.8720066,26.5641857,29.8918664,26.364185,29.7817119
22/3/2021 16:02,0,884.9872275,763.8661767,922.2729764,832.7513517,26.5856437,29.9213289,26.346495,29.7785857
22/3/2021 16:07,0,879.7425197,763.4937743,920.6885272,833.2324545,26.564923,29.8438998,26.2960758,29.7413319
22/3/2021 16:12,0,884.9974197,761.6025938,921.8905177,829.9603398,26.4793103,29.7103454,26.2275866,29.7344829
22/3/2021 16:16,0,845.905948,739.7132236,676.8165641,863.3269067,26.5272534,27.9844001,26.2686799,29.621474
22/3/2021 16:21,0,120.2963159,727.0841866,23.9562483,850.7821424,26.4595718,26.6869448,26.1193338,29.5152671
22/3/2021 16:26,0,0.3864973,742.2313137,4.1697464,849.3686449,26.4642657,26.692774,26.3705363,29.84882
22/3/2021 16:31,0,0,745.4449387,0,852.7432014,26.4520569,26.7003813,26.4480854,29.9827348
22/3/2021 16:36,0,0,743.785131,0,852.6318907,26.5,26.7551723,26.4206894,29.9793103
22/3/2021 16:40,0,0,744.11709,0,853.2551637,26.520547,26.8099636,26.4960285,30.099168
22/3/2021 16:45,0,1.8423365,743.2503059,0,850.8169251,26.5614984,26.8409506,26.4115336,30.079596
22/3/2021 16:50,0,2.2967051,743.6162985,0,850.7919272,26.5963084,26.8535281,26.474773,30.0750154
22/3/2021 16:55,0,1.8611057,743.6191559,0,852.3692659,26.6242573,26.8931506,26.6146734,30.2321048
22/3/2021 17:00,0,2.2189655,750.3489212,0,851.6681119,26.6413799,26.8999996,26.7413794,30.3862065
22/3/2021 17:04,0,0.0153032,747.41156,0,852.2357223,26.6516534,26.9034241,26.8406894,30.4649701
22/3/2021 17:09,0,0,737.8111295,0,849.6202575,26.6925334,26.9068486,27.4943163,31.1184541
22/3/2021 17:14,0,13.2026193,738.4532934,0,850.0474804,26.6964177,26.9569664,27.987581,31.7086681
22/3/2021 17:19,0,11.8350715,739.9962657,0,852.8280601,26.7277055,26.9416169,28.2389536,32.0082992
22/3/2021 17:24,0,7.823276,739.9258591,0,850.4129281,26.7448277,26.975862,28.3862065,32.210345
22/3/2021 17:28,0,4.1034184,740.1471658,0,851.2031349,26.7790721,26.996409,28.4752437,32.3541741
22/3/2021 17:33,0,2.9834066,738.9299733,0,850.8217809,26.7997139,26.9999524,28.4996671,32.4095852
22/3/2021 17:38,0,11.1381967,738.9698727,0,851.3935105,26.8213527,27.0213535,28.4928822,32.4427439
