Time,ms,Pane1-DPM_MOTOR7_CURRENT,Pane1-DPM_MOTOR7_ENERGY,Pane1-DPM_MOTOR7_FREQ,Pane1-DPM_MOTOR7_PF,Pane1-DPM_MOTOR7_POWER,Pane1-DPM_MOTOR7_VOLTAGE
24/3/2021 15:00,0,46.5448286,73,50.1000023,0.8461724,455.9069014,"6,680.69"
24/3/2021 15:04,0,46.3359345,73,50.1000023,0.8441178,453.9069978,"6,703.29"
24/3/2021 15:09,0,46.1032361,73,50.0115817,0.8433893,451.1045297,"6,697.33"
24/3/2021 15:14,0,46.0928841,73,50.0000363,0.8431082,450.4308096,"6,692.16"
24/3/2021 15:19,0,42.1045908,73,50,0.8245601,402.858008,"6,694.80"
24/3/2021 15:24,0,44.255173,73,50,0.8356897,428.5896617,"6,691.38"
24/3/2021 15:28,0,44.5154351,73,50,0.8368198,431.9422418,"6,693.78"
24/3/2021 15:33,0,45.0205477,73,50,0.8390381,437.9677817,"6,693.11"
24/3/2021 15:38,0,45.2848093,73,50,0.8401747,441.188958,"6,690.72"
24/3/2021 15:43,0,45.5741743,73,50,0.8412455,444.3464498,"6,693.49"
24/3/2021 15:48,0,45.827587,73,50,0.8418276,447.5586295,"6,699.66"
24/3/2021 15:52,0,45.6837582,73,50,0.8415537,445.6340611,"6,693.15"
24/3/2021 15:57,0,45.8527945,73,50,0.8420959,447.3550599,"6,690.04"
24/3/2021 16:02,0,46.0777892,73,50,0.8428901,450.3858478,"6,697.12"
24/3/2021 16:07,0,46.1767847,73,50,0.8429346,451.6744108,"6,698.64"
24/3/2021 16:12,0,46.2956525,73,50,0.8433914,453.2652216,"6,700.87"
24/3/2021 16:16,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:21,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:26,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:31,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:36,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:40,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:45,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:50,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 16:55,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:00,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:04,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:09,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:14,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:19,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:24,0,n/a,n/a,n/a,n/a,n/a,n/a
24/3/2021 17:28,0,n/a,n/a,n/a,n/a,n/a,n/a
