Time,ms,Pane1-DPM_MOTOR7_CURRENT,Pane1-DPM_MOTOR7_ENERGY,Pane1-DPM_MOTOR7_FREQ,Pane1-DPM_MOTOR7_PF,Pane1-DPM_MOTOR7_POWER,Pane1-DPM_MOTOR7_VOLTAGE
22/3/2021 15:00,0,47.6896561,54,50,0.8476552,470.4965568,"6,719.66"
22/3/2021 15:04,0,47.2102275,54,50,0.8460114,464.674919,"6,716.92"
22/3/2021 15:09,0,46.4383354,54.8161712,50,0.8434155,455.6872137,"6,718.60"
22/3/2021 15:14,0,46.2933299,54.999395,49.9964412,0.842432,453.802631,"6,716.44"
22/3/2021 15:19,0,46.4528189,55,50,0.8429218,455.4962731,"6,715.18"
22/3/2021 15:24,0,46.1137939,55,50,0.8415863,451.4827649,"6,716.55"
22/3/2021 15:28,0,45.922022,55,50,0.8411068,449.0958928,"6,713.47"
22/3/2021 15:33,0,46.2063503,55,50,0.8421577,452.4460236,"6,714.13"
22/3/2021 15:38,0,46.3317167,55,49.9430585,0.8426769,453.5249465,"6,707.88"
22/3/2021 15:43,0,45.9773614,55,49.9037113,0.8416107,449.5557481,"6,707.24"
22/3/2021 15:48,0,45.6965532,55,49.9413802,0.8401724,446.1620789,"6,707.24"
22/3/2021 15:52,0,45.2171236,55,49.9002869,0.838289,440.439746,"6,708.27"
22/3/2021 15:57,0,45.3906307,55,49.9000015,0.838888,442.4200301,"6,709.30"
22/3/2021 16:02,0,45.4320069,55,49.9676195,0.8387862,443.4678466,"6,718.18"
22/3/2021 16:07,0,45.0724146,55,49.9136993,0.8372971,438.5403161,"6,711.03"
22/3/2021 16:12,0,44.5758634,55,49.9000015,0.8353793,432.9241449,"6,711.03"
22/3/2021 16:16,0,19.131867,55,49.9068504,0.8905822,178.4910356,"6,720.62"
22/3/2021 16:21,0,0.2614507,55,49.9409046,0.9984961,2.4375743,"6,731.57"
22/3/2021 16:26,0,0,55,49.9997943,1,0,"6,737.48"
22/3/2021 16:31,0,0,55,50,1,0,"6,744.12"
22/3/2021 16:36,0,0,55,50,1,0,"6,741.38"
22/3/2021 16:40,0,0,55,50,1,0,"6,744.12"
22/3/2021 16:45,0,0,55,50,1,0,"6,751.62"
22/3/2021 16:50,0,0,55,50.0213539,1,0,"6,735.41"
22/3/2021 16:55,0,0,55,50.000214,1,0,"6,722.49"
22/3/2021 17:00,0,0,55,50.0310352,1,0,"6,734.14"
22/3/2021 17:04,0,0,55,50.0139123,1,0,"6,737.90"
22/3/2021 17:09,0,0,55,50.0239958,1,0,"6,726.37"
22/3/2021 17:14,0,0,55,50.0000847,1,0,"6,727.50"
22/3/2021 17:19,0,0,55,50.0040191,1,0,"6,734.91"
22/3/2021 17:24,0,0,55,50.0862089,1,0,"6,746.55"
22/3/2021 17:28,0,0,55,50.0588123,1,0,"6,756.48"
22/3/2021 17:33,0,0,55,50.0008086,1,0,"6,762.67"
22/3/2021 17:38,0,0,55,50,1,0,"6,758.94"
22/3/2021 17:43,0,0,55,50.0001189,1,0,"6,766.30"
22/3/2021 17:48,0,0,55,50.0172418,1,0,"6,779.66"
22/3/2021 17:52,0,0,55,50.0240909,1,0,"6,792.33"
22/3/2021 17:57,0,0,55,50.0411424,1,0,"6,801.26"
22/3/2021 18:02,0,0,55,50.0713248,1,0,"6,819.93"
22/3/2021 18:07,0,0,55,49.9993579,1,0,"6,823.10"
22/3/2021 18:12,0,0,55,49.906898,1,0,"6,822.41"
22/3/2021 18:16,0,0,55,49.9274446,1,0,"6,834.74"
22/3/2021 18:21,0,0,55,50.002402,1,0,"6,802.86"
22/3/2021 18:26,0,0,55,50.010689,1,0,"6,722.78"
22/3/2021 18:31,0,0,55,50.0445194,1,0,"6,729.29"
22/3/2021 18:36,0,0,55,50,1,0,"6,726.90"
22/3/2021 18:40,0,9.1913438,55,50,0.9076414,74.6231642,"6,721.07"
22/3/2021 18:45,0,51.9409285,55,50,0.8554792,517.6218167,"6,709.47"
22/3/2021 18:50,0,56.9309614,55,49.9430585,0.8715125,576.2617515,"6,703.59"
22/3/2021 18:55,0,57.5239248,55,49.9657556,0.8727589,583.4012497,"6,708.28"
22/3/2021 19:00,0,57.4931042,55,50,0.8727931,583.0827742,"6,708.62"
22/3/2021 19:04,0,57.4314632,55,50,0.8726219,582.0930985,"6,705.54"
22/3/2021 19:09,0,56.3666117,55,50,0.8709204,569.8538509,"6,703.14"
22/3/2021 19:14,0,55.0794805,55,50,0.8684017,554.9162916,"6,698.23"
22/3/2021 19:19,0,53.2682048,55,50,0.8643622,534.1585448,"6,698.59"
22/3/2021 19:24,0,52.1655185,55,50,0.8618966,521.2344908,"6,693.79"
22/3/2021 19:28,0,50.6964095,55,50,0.8580954,504.2798186,"6,692.08"
22/3/2021 19:33,0,48.8260176,55,50,0.8526619,482.2954863,"6,690.03"
22/3/2021 19:38,0,46.8639604,55.9253133,50,0.8462011,459.3333539,"6,688.93"
22/3/2021 19:43,0,45.6461366,56,50,0.8415472,445.0723016,"6,690.71"
22/3/2021 19:48,0,44.344828,56,50,0.8359311,429.6620725,"6,693.45"
22/3/2021 19:52,0,43.1257082,56,50,0.8304519,415.2346801,"6,692.76"
22/3/2021 19:57,0,42.1616415,56,50,0.8254828,403.3238115,"6,695.48"
22/3/2021 20:02,0,44.0824758,56,50,0.8344326,426.6529934,"6,699.98"
22/3/2021 20:07,0,43.4193114,56,49.9759576,0.8309432,418.4504694,"6,700.01"
22/3/2021 20:12,0,42.7241386,56,49.9896553,0.8277242,410.324144,"6,701.38"
22/3/2021 20:16,0,41.3474922,56,49.9999287,0.8204985,393.9893046,"6,709.26"
22/3/2021 20:21,0,40.2190972,56,50,0.8137149,380.1097765,"6,709.99"
22/3/2021 20:26,0,39.9473311,56,50,0.811899,377.0529485,"6,710.36"
22/3/2021 20:31,0,39.7765993,56,49.9998811,0.8110024,374.6185778,"6,706.56"
22/3/2021 20:36,0,39.8827595,56,49.9827589,0.8113449,375.803451,"6,707.59"
22/3/2021 20:40,0,40.1087762,56,49.9998811,0.8130571,378.8854993,"6,709.30"
22/3/2021 20:45,0,41.093152,56,50,0.8184081,391.0882574,"6,717.13"
22/3/2021 20:50,0,41.5733582,56,50.003559,0.8211336,397.2467776,"6,719.99"
22/3/2021 20:55,0,41.5685147,56,50,0.8210319,397.0535372,"6,718.96"
22/3/2021 21:00,0,41.5034491,56,50,0.8206552,396.3206913,"6,717.93"
22/3/2021 21:04,0,41.4212613,56,50.0684915,0.8207922,395.3755316,"6,713.14"
22/3/2021 21:09,0,41.169038,56,50.0621655,0.8204531,391.9988671,"6,702.22"
22/3/2021 21:14,0,41.1251439,56,50.0251306,0.8210693,391.3378831,"6,689.69"
22/3/2021 21:19,0,40.9290133,56,50.0275155,0.8198526,388.5250736,"6,689.99"
22/3/2021 21:24,0,40.6379314,56,50.0172418,0.8184828,385.1827656,"6,688.97"
22/3/2021 21:28,0,41.0933901,56,50.0001189,0.8208799,390.6105896,"6,687.94"
22/3/2021 21:33,0,41.4740316,56,50.017004,0.8226649,395.3752745,"6,692.35"
22/3/2021 21:38,0,41.6529609,56,50.0214144,0.8237819,397.4109302,"6,689.65"
22/3/2021 21:43,0,41.1955059,56,50.0034246,0.8218669,391.9200059,"6,683.13"
22/3/2021 21:48,0,40.5482764,56,50,0.8175862,383.8758671,"6,687.24"
22/3/2021 21:52,0,39.8599533,56,49.9760289,0.8129289,375.074919,"6,685.87"
22/3/2021 21:57,0,39.6715354,56,49.9996671,0.8112983,373.5786998,"6,701.51"
22/3/2021 22:02,0,39.2265588,56,50,0.8075133,368.2223659,"6,711.04"
22/3/2021 22:07,0,38.8952922,56.3151011,50,0.8050314,364.0139678,"6,712.69"
22/3/2021 22:12,0,38.7137937,57,50,0.8045863,361.5551789,"6,702.41"
22/3/2021 22:16,0,38.6144837,57,50,0.804826,360.0929183,"6,695.91"
22/3/2021 22:21,0,38.3859459,57,50,0.8035013,357.4642195,"6,697.22"
22/3/2021 22:26,0,38.9764817,57,50,0.8070233,364.8631128,"6,699.99"
22/3/2021 22:31,0,39.0351732,57,50,0.8073132,365.6625044,"6,699.66"
22/3/2021 22:36,0,39.1344843,57,50,0.8077242,366.7172452,"6,700.34"
22/3/2021 22:40,0,39.2132468,57,50,0.8080666,367.7411699,"6,700.69"
22/3/2021 22:45,0,39.3294172,57,50,0.8086471,369.1561757,"6,703.41"
22/3/2021 22:50,0,39.2858737,57,50,0.8081803,368.4774664,"6,707.13"
22/3/2021 22:55,0,39.2572653,57,50,0.8078153,368.2431434,"6,708.31"
22/3/2021 23:00,0,39.0620697,57,50,0.8060345,366.0138003,"6,713.79"
22/3/2021 23:04,0,39.0552208,57,49.9931511,0.8055209,365.6028609,"6,713.45"
22/3/2021 23:09,0,39.0789783,57,49.9692989,0.8054153,365.9842884,"6,714.47"
22/3/2021 23:14,0,39.0785757,57,49.9998911,0.8051083,366.1423251,"6,722.47"
22/3/2021 23:19,0,38.8812617,57,50.0074199,0.803547,364.1643103,"6,730.32"
22/3/2021 23:24,0,38.6655183,57,50.0827605,0.8028621,361.5069033,"6,726.90"
22/3/2021 23:28,0,38.5627838,57,50.0313919,0.8012526,359.9076597,"6,729.64"
22/3/2021 23:33,0,38.4328427,57,50.0004281,0.7999491,358.2676164,"6,729.66"
22/3/2021 23:38,0,38.5958495,57,50,0.8008539,360.5383589,"6,733.20"
22/3/2021 23:43,0,38.8225211,57,50,0.8019166,363.462525,"6,741.08"
22/3/2021 23:48,0,38.5896558,57,50,0.7998276,360.5482841,"6,747.59"
22/3/2021 23:52,0,38.4629493,57,50,0.7982524,359.1716358,"6,754.78"
22/3/2021 23:57,0,38.3600484,57,50.0714166,0.796167,358.0296365,"6,772.85"
23/3/2021 0:02,0,38.0582021,57,50.0999055,0.7939719,354.2703299,"6,773.57"
23/3/2021 0:07,0,38.092582,57,50.0616423,0.7966493,354.5353934,"6,746.17"
23/3/2021 0:12,0,38.0172426,57,50,0.7957931,353.1758696,"6,741.03"
23/3/2021 0:16,0,38.1370996,57,50,0.7965808,354.9908508,"6,748.91"
23/3/2021 0:21,0,38.2195491,57,50,0.7962122,355.9148476,"6,756.11"
23/3/2021 0:26,0,38.0505999,57,50,0.7951466,354.028128,"6,757.14"
23/3/2021 0:31,0,37.8632586,57,50,0.7932566,351.5849751,"6,760.36"
23/3/2021 0:36,0,37.5379323,57,50,0.7904828,347.4344893,"6,762.41"
23/3/2021 0:40,0,37.4523201,57,50.0582177,0.792195,346.4311149,"6,743.24"
23/3/2021 0:45,0,37.3633065,57,50.0824276,0.7914248,345.322313,"6,744.46"
23/3/2021 0:50,0,37.3571603,57,50.0180853,0.7912506,345.1861454,"6,742.51"
23/3/2021 0:55,0,37.2936031,57.5205707,49.9483718,0.7904119,343.8365107,"6,736.25"
23/3/2021 1:00,0,37.3655173,58,49.9620695,0.790138,344.6241476,"6,742.41"
23/3/2021 1:04,0,37.1977179,58,49.9894651,0.7891791,343.0420275,"6,749.26"
23/3/2021 1:09,0,37.2101553,58,49.9998573,0.7889684,343.2622887,"6,752.37"
23/3/2021 1:14,0,21.5230945,58,49.9928823,0.8476505,201.3283496,"6,753.57"
23/3/2021 1:19,0,0,58,49.9520578,1,0,"6,762.08"
23/3/2021 1:24,0,0,58,50,1,0,"6,763.10"
23/3/2021 1:28,0,0,58,50.023972,1,0,"6,774.75"
23/3/2021 1:33,0,0,58,50.0717496,1,0,"6,779.93"
23/3/2021 1:38,0,0,58,50.01449,1,0,"6,773.95"
23/3/2021 1:43,0,0,58,50.0000476,1,0,"6,774.57"
23/3/2021 1:48,0,0,58,50.0068967,1,0,"6,787.59"
23/3/2021 1:52,0,0,58,50.0034721,1,0,"6,786.90"
23/3/2021 1:57,0,0,58,50.0000476,1,0,"6,789.96"
23/3/2021 2:02,0,0,58,50,1,0,"6,788.22"
23/3/2021 2:07,0,0,58,50.0034246,1,0,"6,791.78"
23/3/2021 2:12,0,0,58,50,1,0,"6,799.66"
23/3/2021 2:16,0,0,58,50.0136983,1,0,"6,813.70"
23/3/2021 2:21,0,0,58,50.0988132,1,0,"6,743.74"
23/3/2021 2:26,0,0,58,50.0359407,1,0,"6,695.52"
23/3/2021 2:31,0,0,58,50,1,0,"6,696.56"
23/3/2021 2:36,0,0,58,50,1,0,"6,698.28"
23/3/2021 2:40,0,0,58,50,1,0,"6,699.30"
23/3/2021 2:45,0,0,58,50,1,0,"6,697.61"
23/3/2021 2:50,0,0,58,50,1,0,"6,708.18"
23/3/2021 2:55,0,0,58,50.0035197,1,0,"6,713.56"
23/3/2021 3:00,0,0,58,50.0137934,1,0,"6,729.31"
23/3/2021 3:04,0,0,58,50.0035197,1,0,"6,730.34"
23/3/2021 3:09,0,0,58,50.0340555,1,0,"6,730.00"
23/3/2021 3:14,0,0,58,50.000121,1,0,"6,736.76"
23/3/2021 3:19,0,0,58,50.0520583,1,0,"6,736.51"
23/3/2021 3:24,0,0,58,50.1000023,1,0,"6,730.00"
23/3/2021 3:28,0,0,58,50.0657566,1,0,"6,705.34"
23/3/2021 3:33,0,0,58,50.0009037,1,0,"6,693.95"
23/3/2021 3:38,0,0,58,50,1,0,"6,700.69"
23/3/2021 3:43,0,0,58,50,1,0,"6,701.72"
23/3/2021 3:48,0,0,58,50,1,0,"6,701.03"
23/3/2021 3:52,0,0,58,50,1,0,"6,700.35"
23/3/2021 3:57,0,0,58,50,1,0,"6,705.79"
23/3/2021 4:02,0,0,58,50.0533847,1,0,"6,717.82"
23/3/2021 4:07,0,0,58,50,1,0,"6,719.62"
23/3/2021 4:12,0,0,58,50,1,0,"6,714.14"
23/3/2021 4:16,0,0,58,50,1,0,"6,715.85"
23/3/2021 4:21,0,0,58,50,1,0,"6,718.24"
23/3/2021 4:26,0,0,58,50,1,0,"6,713.59"
23/3/2021 4:31,0,0,58,50,1,0,"6,710.35"
23/3/2021 4:36,0,0,58,50,1,0,"6,711.38"
23/3/2021 4:40,0,0,58,49.9897267,1,0,"6,708.98"
23/3/2021 4:45,0,0,58,49.9998573,1,0,"6,717.47"
23/3/2021 4:50,0,0,58,50,1,0,"6,719.64"
23/3/2021 4:55,0,0,58,50,1,0,"6,717.96"
23/3/2021 5:00,0,0,58,50,1,0,"6,722.76"
23/3/2021 5:04,0,0,58,50.0513686,1,0,"6,725.50"
23/3/2021 5:09,0,0,58,50.0993364,1,0,"6,727.56"
23/3/2021 5:14,0,0,58,50.0359407,1,0,"6,723.94"
23/3/2021 5:19,0,0,58,50,1,0,"6,721.38"
23/3/2021 5:24,0,0,58,50,1,0,"6,721.03"
23/3/2021 5:28,0,0,58,50,1,0,"6,716.24"
23/3/2021 5:33,0,0,58,49.969394,1,0,"6,709.07"
23/3/2021 5:38,0,0,58,49.957185,1,0,"6,705.37"
23/3/2021 5:43,0,0,58,50.0004519,1,0,"6,706.25"
23/3/2021 5:48,0,0,58,50.0655187,1,0,"6,712.07"
23/3/2021 5:52,0,0,58,50.0997645,1,0,"6,713.78"
23/3/2021 5:57,0,0,58,50.0625936,1,0,"6,705.63"
23/3/2021 6:02,0,0,58,50.0002178,1,0,"6,699.66"
23/3/2021 6:07,0,0,58,49.9996908,1,0,"6,690.28"
23/3/2021 6:12,0,0,58,49.9551731,1,0,"6,681.03"
23/3/2021 6:16,0,0,58,49.9517487,1,0,"6,678.29"
23/3/2021 6:21,0,0,58,49.9993341,1,0,"6,678.96"
23/3/2021 6:26,0,0,58,50,1,0,"6,689.96"
23/3/2021 6:31,0,0,58,50,1,0,"6,692.69"
23/3/2021 6:36,0,0,58,50,1,0,"6,683.45"
23/3/2021 6:40,0,0,58,50,1,0,"6,681.39"
23/3/2021 6:45,0,0,58,50.0034008,1,0,"6,680.70"
23/3/2021 6:50,0,0,58,50.0640737,1,0,"6,687.48"
23/3/2021 6:55,0,0,58,50.0994553,1,0,"6,690.26"
23/3/2021 7:00,0,0,58,50.0206901,1,0,"6,678.62"
23/3/2021 7:04,0,0,58,50.0001427,1,0,"6,669.72"
23/3/2021 7:09,0,0,58,50,1,0,"6,660.81"
23/3/2021 7:14,0,0,58,50,1,0,"6,651.46"
23/3/2021 7:19,0,0,58,50.0068491,1,0,"6,647.82"
23/3/2021 7:24,0,0,58,50,1,0,"6,731.03"
