Time,ms,CT 9 return flow,CT 10 return flow,CH 7 condenser flow,CH 10 condenser flow,CH7 condenser in,CH7 condenser out,CH10 condenser in,CH10 condenser out
21/3/2021 15:00,0,0,780.787484,0,787.3965412,27.951724,28.3482753,28.5413795,31.9724137
21/3/2021 15:04,0,0,788.4427386,0,788.1533557,27.9551485,28.3585488,28.5345305,31.9552911
21/3/2021 15:09,0,0,792.4817567,0,789.0759613,27.9653744,28.3450172,28.4664684,31.8973599
21/3/2021 15:14,0,0,789.1503261,0,787.7119947,27.9820845,28.3250689,28.4287008,31.839486
21/3/2021 15:19,0,0,789.3659763,0,785.6986687,27.9965517,28.3449697,28.3857308,31.8098448
21/3/2021 15:24,0,0,786.2978431,0,789.7275812,27.9965517,28.3655167,28.3172407,31.7379312
21/3/2021 15:28,0,0,789.0943682,0,788.3697702,27.9999762,28.3278471,28.3001181,31.7036867
21/3/2021 15:33,0,0,790.7920398,0,786.4261978,28,28.3377877,28.2659926,31.6524382
21/3/2021 15:38,0,0,787.9211281,0,787.9685732,28,28.3606338,28.2464956,31.6571244
21/3/2021 15:43,0,0,795.4102476,0,787.2409619,27.9965755,28.3380731,28.1583121,31.5684902
21/3/2021 15:48,0,0,791.9196041,0,784.202582,28,28.3586202,28.1137935,31.5
21/3/2021 15:52,0,0,785.0087652,0,788.0200345,28,28.3449221,28.089822,31.4691794
21/3/2021 15:57,0,0,784.9707592,0,788.0244495,28.0034007,28.3550292,27.9910344,31.3839472
21/3/2021 16:02,0,0,788.6428736,0,788.8764654,28.0106888,28.3784889,27.9608157,31.3465555
21/3/2021 16:07,0,0,789.2794207,0,787.295147,28.0175268,28.3654929,27.9551247,31.3034475
21/3/2021 16:12,0,0,789.7924636,0,787.2172367,28.0586209,28.3620684,27.9482757,31.3034475
21/3/2021 16:16,0,0,793.0919592,0,787.6401756,28.0380739,28.3654929,27.9208796,31.2760519
21/3/2021 16:21,0,0,793.344624,0,788.2509819,28.0345305,28.3825204,27.8900828,31.2350537
21/3/2021 16:26,0,0,794.2652893,0,789.1201841,28.0214745,28.3750267,27.8394618,31.185886
21/3/2021 16:31,0,0,793.064711,0,788.0793977,28.0517957,28.3897023,27.7376696,31.0995961
21/3/2021 16:36,0,0,791.6765137,0,787.968087,28.0620692,28.3965513,27.7000008,31.0413795
21/3/2021 16:40,0,0,786.9284468,0,787.9680975,28.0517957,28.3999758,27.6931517,31.0276814
21/3/2021 16:45,0,0,790.3718588,0,786.3655176,28.0517243,28.3999996,27.6761006,30.9901783
21/3/2021 16:50,0,0,788.9442544,0,787.713921,28.0500062,28.3999996,27.6678859,30.989287
21/3/2021 16:55,0,0,782.2361253,0,787.2308464,28.0584782,28.3999996,27.6615702,30.9823067
21/3/2021 17:00,0,0,795.3838438,0,787.5758646,28.0379312,28.3999996,27.5896555,30.9172411
21/3/2021 17:04,0,0,792.2050437,0,786.4517717,28.0619027,28.3999996,27.4800713,30.8076569
21/3/2021 17:09,0,0,799.395468,0,790.2570216,28.0586685,28.3999996,27.3942921,30.7014749
21/3/2021 17:14,0,0,788.0979377,0,788.815086,28.0713839,28.3999996,27.3003261,30.57188
21/3/2021 17:19,0,0,791.4388558,0,788.095713,28.0725805,28.3999996,27.2653268,30.4893935
21/3/2021 17:24,0,0,790.7648715,0,787.1051741,28.0965521,28.3999996,27.2379312,30.451724
21/3/2021 17:28,0,0,788.421024,0,785.1463565,28.0999766,28.3999996,27.2756001,30.4893935
21/3/2021 17:33,0,0,785.4678044,0,785.3869623,28.0965997,28.3999996,27.303067,30.4998573
21/3/2021 17:38,0,0,788.5712815,0,788.7515561,28.0999883,28.4035585,27.2893348,30.5
21/3/2021 17:43,0,0,790.4535811,0,787.9293846,28.0965759,28.4102969,27.2655408,30.4896313
21/3/2021 17:48,0,0,789.387287,0,788.808619,28.1000004,28.4034479,27.2689652,30.4862068
21/3/2021 17:52,0,0,784.5788693,0,788.1742389,28.1000004,28.4068724,27.2141742,30.4245657
21/3/2021 17:57,0,0,787.6522339,0,789.6618861,28.1000004,28.4102969,27.220595,30.4615456
21/3/2021 18:02,0,0,793.6391197,0,785.9675408,28.1000004,28.4035948,27.2427795,30.4927491
21/3/2021 18:07,0,0,787.3694577,0,788.6763813,28.1000004,28.4104158,27.2343641,30.4859452
21/3/2021 18:12,0,0,791.4435383,0,787.3853339,28.1000004,28.4206894,27.2172419,30.4482757
21/3/2021 18:16,0,0,790.3772274,0,787.5745548,28.1000004,28.4138403,27.2138174,30.4482757
21/3/2021 18:21,0,0,789.610617,0,788.3605777,28.1068018,28.4273957,27.220595,30.4380735
21/3/2021 18:26,0,0,791.3353985,0,785.407766,28.1000246,28.4356855,27.2676914,30.4962233
21/3/2021 18:31,0,0,787.3578593,0,787.4834232,28.1171943,28.420832,27.2965748,30.4930559
21/3/2021 18:36,0,0,789.762066,0,788.69655,28.1103453,28.4413791,27.2999992,30.4862068
21/3/2021 18:40,0,0,793.0112664,0,788.0065177,28.1445903,28.4345301,27.3034237,30.4314147
21/3/2021 18:45,0,0,792.0249015,0,789.3169431,28.1312252,28.441284,27.3068483,30.45824
21/3/2021 18:50,0,0,789.8698107,0,784.104137,28.1392573,28.4428517,27.3427304,30.4642657
21/3/2021 18:55,0,0,789.4395348,0,786.9314244,28.1413561,28.4414029,27.3693217,30.5141261
