Time,ms,CT 9 return flow,CT 10 return flow,CH 7 condenser flow,CH 10 condenser flow,CH7 condenser in,CH7 condenser out,CH10 condenser in,CH10 condenser out
18/3/2021 15:00,0,925.6974151,830.1071104,900.1827624,828.1784521,27.975862,31.9172411,28.0413795,31.7827581
18/3/2021 15:04,0,918.3518761,831.0024055,903.8110149,826.464495,27.8697022,31.7734124,27.9523423,31.6355057
18/3/2021 15:09,0,917.2815004,828.42132,895.0054172,827.1488919,27.8145534,31.6975988,27.8939116,31.5052557
18/3/2021 15:14,0,922.0189828,825.7405718,889.8676706,824.2682037,27.8498724,31.7213417,27.9604769,31.5996616
18/3/2021 15:19,0,918.1894874,826.244495,893.0264978,826.438431,28.0214745,31.8732694,28.1282763,31.7661355
18/3/2021 15:24,0,913.0758646,828.6788772,895.3525833,827.6293103,28.1344833,31.9965517,28.2275866,31.8551719
18/3/2021 15:28,0,915.5620427,827.5421682,893.7499285,827.5514064,28.1516058,32.0034006,28.2549822,31.8209268
18/3/2021 15:33,0,921.2091968,825.5962974,894.2029869,826.3240597,28.2843515,32.1190715,28.3775976,31.9907252
18/3/2021 15:38,0,923.4032594,830.5605563,899.7892735,826.7404343,28.2145384,32.0644828,28.275366,31.8896496
18/3/2021 15:43,0,917.5701006,825.850077,896.2053146,827.1884425,28.0582166,31.9098213,28.1307972,31.702878
18/3/2021 15:48,0,917.4853452,828.3750105,896.3499966,825.0293053,28,31.8344821,28.0965521,31.6206901
18/3/2021 15:52,0,915.6112893,827.8016167,896.7951872,825.2630317,27.9760284,31.7933882,28.0314864,31.579596
18/3/2021 15:57,0,919.1052628,825.9295754,898.0582365,826.8561799,27.8738402,31.6774796,27.9358143,31.4772889
18/3/2021 16:02,0,919.6375784,828.1781499,898.7503064,828.1072846,27.739753,31.5006171,27.8182657,31.3290877
18/3/2021 16:07,0,919.9920538,829.336731,895.4126415,824.1386452,27.6430208,31.4115336,27.7185734,31.2116531
18/3/2021 16:12,0,924.5594798,832.1734935,894.3775929,829.8258625,27.3827585,31.0862069,27.413793,30.9034481
18/3/2021 16:16,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:21,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:26,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:31,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:36,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:40,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:45,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 16:55,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:00,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:04,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:09,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:14,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:19,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:24,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:28,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:33,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:38,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:43,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:48,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:52,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 17:57,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:02,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:07,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:12,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:16,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:21,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:26,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:31,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:36,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:40,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:45,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 18:55,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:00,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:04,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:09,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:14,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:19,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:24,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:28,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:33,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:38,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:43,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:48,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:52,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 19:57,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:02,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:07,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:12,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:16,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:21,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:26,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:31,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:36,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:40,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:45,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 20:55,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18/3/2021 21:00,0,920.9844823,823.5534584,882.9689668,819.5939689,27.0517243,30.3448276,27.1448281,30.3034485
18/3/2021 21:04,0,915.6825122,824.820952,887.0869237,821.0964659,27.2434958,31.1050654,27.384542,31.0842331
18/3/2021 21:09,0,920.0691653,824.380218,886.9386851,821.4937269,27.5304876,31.4810225,27.6480624,31.4059212
18/3/2021 21:14,0,916.8419319,826.6464628,884.0334319,822.6406209,27.6673898,31.6316313,27.7781259,31.6028938
18/3/2021 21:19,0,914.5121324,825.1992954,888.6810035,823.3168965,27.7484899,31.7516528,27.8484893,31.7038056
18/3/2021 21:24,0,916.5086144,825.9034571,889.7939664,823.6396484,27.77931,31.7413794,27.8793099,31.7551723
18/3/2021 21:28,0,923.9106625,827.9254013,887.1562547,820.6235244,27.8067056,31.7893216,27.9067059,31.7996901
18/3/2021 21:33,0,916.4992037,823.1444471,893.1282783,823.8851227,27.817098,31.7998566,27.9000947,31.7999992
18/3/2021 21:38,0,918.7764411,818.6757661,884.7957112,822.6491474,27.8320899,31.8142349,27.9035585,31.7999992
18/3/2021 21:43,0,918.5799813,825.1984515,887.1048536,824.1691625,27.8483228,31.8588342,27.9140068,31.8175023
18/3/2021 21:48,0,917.8077582,822.8646472,890.4103583,822.9560357,27.8551719,31.8896547,27.9448274,31.8551719
18/3/2021 21:52,0,915.8018559,821.5368132,887.0937193,822.7000515,27.8620209,31.9341734,27.9448274,31.8928414
18/3/2021 21:57,0,920.2394607,824.024991,888.4522187,824.7318917,27.8688699,31.965089,27.9346252,31.9441139
18/3/2021 22:02,0,920.7964691,824.0422549,888.4340679,823.5658146,27.8678605,32.0532617,27.9499454,31.9606584
18/3/2021 22:07,0,919.8173824,827.1063163,885.0372948,822.6695177,27.8863254,32.0346725,27.9725802,31.9794054
18/3/2021 22:12,0,914.2517258,822.3683198,889.1663713,820.1431064,27.9034479,32.062068,27.9965517,31.9931034
18/3/2021 22:16,0,915.1746234,822.7807641,888.0868027,821.4675251,27.951391,32.1031616,28.0342213,31.9862544
18/3/2021 22:21,0,912.7308187,822.923476,889.5824256,823.3335111,27.9925327,32.134054,28.0752916,31.9658025
18/3/2021 22:26,0,918.4307,818.7797843,888.3802031,823.734389,27.9999758,32.0538546,28.0643266,31.9322597
18/3/2021 22:31,0,917.2215246,821.3560915,886.2488016,822.2063279,27.9409748,31.8987868,28.013484,31.7614268
18/3/2021 22:36,0,916.1008574,828.7497874,885.7034554,822.37327,27.8827582,31.7241383,27.9689654,31.6689661
18/3/2021 22:40,0,922.7966056,824.4745199,885.8815233,822.150682,27.8348151,31.617979,27.9073243,31.5422594
18/3/2021 22:45,0,922.1978152,829.8192343,888.9000545,823.9175072,27.8004749,31.5288229,27.8864918,31.459762
18/3/2021 22:50,0,920.0592845,824.0731836,888.0308842,822.244373,27.7999992,31.4182418,27.867921,31.3610573
18/3/2021 22:55,0,920.9275178,821.8663256,884.8426115,822.8530772,27.7856594,31.3334358,27.8752908,31.2612364
