Time,ms,Pane1-DPM_MOTOR7_CURRENT,Pane1-DPM_MOTOR7_ENERGY,Pane1-DPM_MOTOR7_FREQ,Pane1-DPM_MOTOR7_PF,Pane1-DPM_MOTOR7_POWER,Pane1-DPM_MOTOR7_VOLTAGE
23/3/2021 15:00,0,48.2827593,61,50.0724155,0.8530345,475.2758631,"6,662.07"
23/3/2021 15:04,0,49.2176461,61,50.0004994,0.8558769,486.0732985,"6,663.44"
23/3/2021 15:09,0,49.4689901,61.6121284,50,0.8566108,488.8348433,"6,660.05"
23/3/2021 15:14,0,49.6315837,61.9986691,50,0.8570699,490.3483817,"6,656.09"
23/3/2021 15:19,0,50.0528187,62,49.9999762,0.8582802,495.0906857,"6,652.05"
23/3/2021 15:24,0,50.2103454,62,49.9965518,0.8588966,496.7275927,"6,650.00"
23/3/2021 15:28,0,50.1281579,62,49.9349118,0.8583487,495.8064049,"6,653.42"
23/3/2021 15:33,0,52.2938412,62,49.9310831,0.863854,520.8734707,"6,652.43"
23/3/2021 15:38,0,53.5172284,62,49.999758,0.8668469,534.8555861,"6,658.55"
23/3/2021 15:43,0,54.1885852,62,50,0.8684866,542.6837505,"6,658.29"
23/3/2021 15:48,0,54.5310357,62,50,0.8690345,546.7965614,"6,661.03"
23/3/2021 15:52,0,54.8049937,62,50,0.8696509,550.008739,"6,660.69"
23/3/2021 15:57,0,55.2183833,62,50,0.8703354,554.7172307,"6,664.09"
23/3/2021 16:02,0,55.523946,62,50,0.8700725,559.4443122,"6,688.49"
23/3/2021 16:07,0,55.7736267,62,50,0.8704514,562.5550645,"6,690.00"
23/3/2021 16:12,0,55.9482768,62,50,0.8708966,564.524151,"6,690.00"
23/3/2021 16:16,0,56.1297748,62,49.9931511,0.8709993,566.1542075,"6,685.89"
23/3/2021 16:21,0,56.2534611,62,49.9454943,0.8711361,567.4918118,"6,686.20"
23/3/2021 16:26,0,56.2215473,62,49.9286296,0.8710361,567.1904206,"6,689.27"
23/3/2021 16:31,0,56.1674203,62,49.9929846,0.8708243,566.9640988,"6,691.38"
23/3/2021 16:36,0,55.9448279,62,49.9758624,0.8703449,564.275881,"6,691.03"
23/3/2021 16:40,0,55.8112726,62,49.9998335,0.8698997,563.296468,"6,698.91"
23/3/2021 16:45,0,55.3342456,62,50,0.8689784,558.2872138,"6,703.39"
