Time,ms,CT 9 return flow,CT 10 return flow,CH 7 condenser flow,CH 10 condenser flow,CH7 condenser in,CH7 condenser out,CH10 condenser in,CH10 condenser out
17/3/2021 15:00,0,925.6025896,835.2629395,937.4681081,823.8301791,28.5,30.9758622,28.5931037,32.5862068
17/3/2021 15:04,0,701.8743618,813.8362982,561.6546392,864.9095487,28.3938404,28.4588582,28.3499644,32.6101786
17/3/2021 15:09,0,9.6595958,829.4910413,16.8291259,833.0546823,28.2536742,28.30535,28.2802615,32.9062064
17/3/2021 15:14,0,0,834.0563476,0.032441,833.6908206,28.2571237,28.3035702,28.7234362,33.408959
17/3/2021 15:19,0,0.0616706,834.5628859,0,834.5922725,28.2552912,28.3242799,28.9770273,33.6774077
17/3/2021 15:24,0,8.9422415,838.7778089,0,831.8655248,28.2724134,28.344827,29.1448281,33.9000007
17/3/2021 15:28,0,8.5467123,837.2789529,0,831.0753097,28.2895357,28.3996191,29.2886558,34.0712236
17/3/2021 15:33,0,8.6374849,830.8951684,0,830.7935183,28.2964559,28.4136025,29.3508674,34.099618
17/3/2021 15:38,0,11.9312637,838.1164514,0,833.2217937,28.303546,28.4356371,29.3678,34.0964396
17/3/2021 15:43,0,12.9616883,843.946892,0,832.9399125,28.3139589,28.4379308,29.290939,33.918431
17/3/2021 15:48,0,1.8586206,838.5650908,0,832.728442,28.3379304,28.4379308,28.9793103,33.5931032
17/3/2021 15:52,0,11.7468489,836.1608883,0,834.7429097,28.3482039,28.4345063,28.8286321,33.3876342
17/3/2021 15:57,0,7.7941737,772.6003633,0,834.9337262,28.3312717,28.4208796,28.6405474,33.1481567
17/3/2021 16:02,0,11.8791684,202.4677696,0,835.4108284,28.3321383,28.4000722,27.7495565,32.3563475
17/3/2021 16:07,0,6.325,4.8151947,0,832.5215483,28.3377877,28.3999996,27.7934359,32.3625928
17/3/2021 16:12,0,6.325,8.2756466,0,833.389659,28.3172407,28.3999996,27.8413787,32.437932
17/3/2021 16:16,0,12.935987,7.9638037,0,840.9021274,28.3103917,28.3965751,27.6907013,32.2598576
17/3/2021 16:21,0,10.8215938,9.1404098,0,831.4603664,28.3069434,28.3863491,27.2747678,31.8743401
17/3/2021 16:26,0,9.5507968,4.5379157,0,822.6057013,28.3071413,28.3501265,27.3497151,31.9639511
17/3/2021 16:31,0,10.5613735,9.4291305,0,491.7707575,28.3034237,28.3584775,27.5327941,30.973056
17/3/2021 16:36,0,12.9439654,1.954957,0,832.4146518,28.2999992,28.3379304,28.7793103,29.0793102
17/3/2021 16:40,0,10.7779726,0.0134825,0,872.0249249,28.2999992,28.3310814,27.6047086,28.6443995
17/3/2021 16:45,0,2.7295958,1.9679503,0,853.9089322,28.2999992,28.3344346,27.0626399,27.1246613
17/3/2021 16:50,0,3.8848223,0.0070017,0,853.8439603,28.2999992,28.3179148,26.0926747,26.1391096
17/3/2021 16:55,0,4.8216884,0,0,847.214933,28.299809,28.3103203,25.2856361,25.3267777
17/3/2021 17:00,0,0,0,0,846.6362031,28.2724134,28.3068958,24.7068964,24.7137931
17/3/2021 17:04,0,0,0,0,844.0541438,28.2518668,28.3034713,24.2548632,24.2720333
17/3/2021 17:09,0,0,0,0,830.9502658,28.2653268,28.2966461,23.9762662,25.534031
17/3/2021 17:14,0,0,0,0,836.7957306,28.2464956,28.1683089,24.241908,28.219179
17/3/2021 17:19,0,0,0,0,838.6912075,28.2619023,27.7341975,25.470868,29.6474435
17/3/2021 17:24,0,0,0,0,838.7913818,28.2379312,27.1965519,26.2413792,30.5206897
17/3/2021 17:28,0,6.7145779,0,0,841.3734475,28.2413557,27.0801192,26.765327,31.1439477
17/3/2021 17:33,0,3.8153388,95.3207211,0,840.8940262,28.2447801,27.0759099,27.1600476,31.590369
