Time,ms,Pane1-DPM_MOTOR7_CURRENT,Pane1-DPM_MOTOR7_ENERGY,Pane1-DPM_MOTOR7_FREQ,Pane1-DPM_MOTOR7_PF,Pane1-DPM_MOTOR7_POWER,Pane1-DPM_MOTOR7_VOLTAGE
21/3/2021 15:00,0,0,51,50.0068967,1,0,"6,701.03"
21/3/2021 15:04,0,0,51,50.0000476,1,0,"6,698.29"
21/3/2021 15:09,0,0,51,50,1,0,"6,699.30"
21/3/2021 15:14,0,0,51,50,1,0,"6,700.71"
21/3/2021 15:19,0,0,51,50.0039715,1,0,"6,700.39"
21/3/2021 15:24,0,0,51,50.0793122,1,0,"6,706.55"
21/3/2021 15:28,0,0,51,50.0210944,1,0,"6,702.78"
21/3/2021 15:33,0,0,51,50.0274917,1,0,"6,707.86"
21/3/2021 15:38,0,0,51,49.9680678,1,0,"6,708.57"
21/3/2021 15:43,0,0,51,49.9000015,1,0,"6,709.66"
21/3/2021 15:48,0,0,51,49.9000015,1,0,"6,710.00"
21/3/2021 15:52,0,0,51,49.9000015,1,0,"6,707.95"
21/3/2021 15:57,0,0,51,49.9782167,1,0,"6,712.01"
21/3/2021 16:02,0,0,51,49.9999274,1,0,"6,710.72"
21/3/2021 16:07,0,0,51,50,1,0,"6,713.11"
21/3/2021 16:12,0,0,51,50,1,0,"6,713.79"
21/3/2021 16:16,0,0,51,50,1,0,"6,713.79"
21/3/2021 16:21,0,0,51,50,1,0,"6,712.09"
21/3/2021 16:26,0,0,51,50,1,0,"6,712.14"
21/3/2021 16:31,0,0,51,49.9998811,1,0,"6,710.38"
21/3/2021 16:36,0,0,51,49.9827593,1,0,"6,714.83"
21/3/2021 16:40,0,0,51,50.0444005,1,0,"6,719.96"
21/3/2021 16:45,0,0,51,50.0346262,1,0,"6,720.00"
21/3/2021 16:50,0,0,51,50.0819775,1,0,"6,719.64"
21/3/2021 16:55,0,0,51,50.0034246,1,0,"6,723.46"
21/3/2021 17:00,0,0,51,50,1,0,"6,724.48"
21/3/2021 17:04,0,0,51,50.023972,1,0,"6,724.48"
21/3/2021 17:09,0,0,51,50.0955551,1,0,"6,730.26"
21/3/2021 17:14,0,0,51,50.0252516,1,0,"6,731.42"
21/3/2021 17:19,0,0,51,50.023758,1,0,"6,730.31"
21/3/2021 17:24,0,0,51,49.968966,1,0,"6,724.83"
21/3/2021 17:28,0,0,51,49.999786,1,0,"6,729.96"
21/3/2021 17:33,0,0,51,50.0476111,1,0,"6,732.04"
21/3/2021 17:38,0,0,51,50.0998208,1,0,"6,734.63"
21/3/2021 17:43,0,0,51,50.0994315,1,0,"6,739.27"
21/3/2021 17:48,0,0,51,50.0172418,1,0,"6,734.14"
21/3/2021 17:52,0,0,51,50.0001189,1,0,"6,733.45"
21/3/2021 17:57,0,0,51,49.9829967,1,0,"6,730.05"
21/3/2021 18:02,0,0,51,49.9999395,1,0,"6,733.20"
21/3/2021 18:07,0,0,51,50.0004281,1,0,"6,733.17"
21/3/2021 18:12,0,0,51,50.0620704,1,0,"6,742.41"
21/3/2021 18:16,0,0,51,50.0346738,1,0,"6,733.85"
21/3/2021 18:21,0,0,51,50.0072775,1,0,"6,734.13"
21/3/2021 18:26,0,0,51,49.9003766,1,0,"6,726.81"
21/3/2021 18:31,0,0,51,49.9280391,1,0,"6,726.57"
21/3/2021 18:36,0,0,51,49.9931036,1,0,"6,729.66"
21/3/2021 18:40,0,0,51,49.9999524,1,0,"6,726.92"
21/3/2021 18:45,0,0,51,50,1,0,"6,727.58"
21/3/2021 18:50,0,0,51,49.9181466,1,0,"6,713.98"
21/3/2021 18:55,0,0,51,49.9481815,1,0,"6,707.19"
21/3/2021 19:00,0,0,51,49.9344838,1,0,"6,699.66"
21/3/2021 19:04,0,0,51,50.016671,1,0,"6,700.68"
21/3/2021 19:09,0,0,51,50.0920592,1,0,"6,699.33"
21/3/2021 19:14,0,0,51,50.0999781,1,0,"6,695.37"
21/3/2021 19:19,0,0,51,50.0375514,1,0,"6,679.37"
21/3/2021 19:24,0,0,51,49.9827589,1,0,"6,688.28"
21/3/2021 19:28,0,0,51,49.9861833,1,0,"6,678.34"
21/3/2021 19:33,0,0,51,49.9760051,1,0,"6,672.49"
21/3/2021 19:38,0,0,51,49.9999153,1,0,"6,690.29"
21/3/2021 19:43,0,0,51,49.9998573,1,0,"6,719.95"
21/3/2021 19:48,0,0,51,49.9793107,1,0,"6,713.10"
